age,work class,education,eduction num years,marital status,job title,native country,label
23, Private, Some-college,10, Never-married, Sales, United-States, <=50K
46, Self-emp-not-inc, Masters,14, Divorced, Exec-managerial, United-States, <=50K
38, Private, HS-grad,9, Married-civ-spouse, Sales, United-States, <=50K
54, Private, HS-grad,9, Divorced, Transport-moving, United-States, <=50K
46, Private, 5th-6th,3, Divorced, Craft-repair, United-States, <=50K
25, Private, Some-college,10, Married-civ-spouse, Craft-repair, United-States, <=50K
46, Private, Some-college,10, Divorced, Sales, United-States, <=50K
36, Local-gov, Some-college,10, Married-civ-spouse, Transport-moving, United-States, <=50K
23, Private, HS-grad,9, Never-married, Other-service, United-States, <=50K
29, Private, HS-grad,9, Separated, Machine-op-inspct, United-States, <=50K
44, Private, Some-college,10, Married-civ-spouse, Adm-clerical, United-States, >50K
19, Private, Some-college,10, Never-married, Adm-clerical, United-States, <=50K
19, Private, HS-grad,9, Never-married, Other-service, United-States, <=50K
35, Private, HS-grad,9, Married-civ-spouse, Other-service, United-States, >50K
27, Private, Bachelors,13, Never-married, Craft-repair, United-States, <=50K
46, Self-emp-not-inc, Assoc-acdm,12, Separated, Craft-repair, United-States, <=50K
34, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, ?, >50K
34, Private, HS-grad,9, Never-married, Other-service, United-States, <=50K
44, Private, Some-college,10, Married-civ-spouse, Tech-support, United-States, <=50K
45, Private, Some-college,10, Divorced, Handlers-cleaners, United-States, <=50K
20, ?, HS-grad,9, Never-married, ?, United-States, <=50K
25, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
52, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
20, Private, Some-college,10, Never-married, Handlers-cleaners, United-States, <=50K
28, Private, Some-college,10, Never-married, Other-service, United-States, <=50K
50, State-gov, Bachelors,13, Married-civ-spouse, Protective-serv, United-States, >50K
34, Private, Assoc-voc,11, Divorced, Tech-support, United-States, <=50K
28, Private, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Puerto-Rico, <=50K
41, Private, Masters,14, Married-civ-spouse, Exec-managerial, United-States, >50K
28, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, United-States, <=50K
46, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
28, ?, Some-college,10, Married-civ-spouse, ?, United-States, >50K
32, Private, Some-college,10, Married-civ-spouse, Exec-managerial, United-States, <=50K
41, Local-gov, Some-college,10, Divorced, Other-service, United-States, <=50K
24, Private, HS-grad,9, Never-married, Handlers-cleaners, United-States, <=50K
33, Private, Some-college,10, Divorced, Exec-managerial, United-States, <=50K
46, Private, Doctorate,16, Married-civ-spouse, Exec-managerial, United-States, >50K
31, State-gov, Some-college,10, Married-civ-spouse, Machine-op-inspct, United-States, <=50K
35, Private, 12th,8, Divorced, Craft-repair, United-States, >50K
52, Private, 1st-4th,2, Married-civ-spouse, Machine-op-inspct, Mexico, <=50K
30, Private, 11th,7, Never-married, Other-service, United-States, <=50K
34, Local-gov, 11th,7, Separated, Machine-op-inspct, United-States, <=50K
34, State-gov, HS-grad,9, Divorced, Transport-moving, United-States, <=50K
20, Private, Some-college,10, Married-civ-spouse, Sales, United-States, <=50K
17, Private, 11th,7, Never-married, Handlers-cleaners, United-States, <=50K
32, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
29, Private, HS-grad,9, Divorced, Farming-fishing, United-States, <=50K
33, Private, 10th,6, Never-married, Craft-repair, United-States, <=50K
25, Private, HS-grad,9, Married-civ-spouse, Transport-moving, United-States, <=50K
36, Federal-gov, Masters,14, Never-married, Prof-specialty, United-States, <=50K
23, Private, HS-grad,9, Never-married, Handlers-cleaners, Dominican-Republic, <=50K
63, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, United-States, >50K
47, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, United-States, <=50K
80, ?, HS-grad,9, Widowed, ?, United-States, <=50K
17, ?, 11th,7, Never-married, ?, United-States, <=50K
40, Self-emp-not-inc, Bachelors,13, Married-spouse-absent, Prof-specialty, United-States, <=50K
30, Private, Assoc-acdm,12, Married-civ-spouse, Other-service, United-States, >50K
27, Private, Some-college,10, Never-married, Craft-repair, Philippines, <=50K
33, Private, Masters,14, Married-civ-spouse, Prof-specialty, United-States, >50K
34, Local-gov, HS-grad,9, Never-married, Farming-fishing, United-States, <=50K
34, Local-gov, Some-college,10, Never-married, Protective-serv, United-States, <=50K
23, Private, Some-college,10, Married-civ-spouse, Adm-clerical, United-States, <=50K
42, Local-gov, Some-college,10, Married-civ-spouse, Adm-clerical, United-States, <=50K
29, Private, Bachelors,13, Never-married, Prof-specialty, United-States, <=50K
45, Private, HS-grad,9, Divorced, Adm-clerical, United-States, <=50K
24, Federal-gov, HS-grad,9, Never-married, Armed-Forces, United-States, <=50K
44, Private, Some-college,10, Married-civ-spouse, Prof-specialty, United-States, >50K
27, Private, 9th,5, Never-married, Craft-repair, Mexico, <=50K
20, Private, Some-college,10, Never-married, Sales, United-States, <=50K
44, Private, HS-grad,9, Widowed, Exec-managerial, United-States, <=50K
51, Private, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
20, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, United-States, <=50K
17, ?, 11th,7, Never-married, ?, United-States, <=50K
19, Private, HS-grad,9, Never-married, Machine-op-inspct, United-States, <=50K
45, Self-emp-inc, Some-college,10, Married-civ-spouse, Craft-repair, United-States, >50K
60, Private, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, >50K
42, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, ?, >50K
44, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, United-States, >50K
40, Private, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, United-States, >50K
30, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, United-States, <=50K
38, Private, Some-college,10, Married-civ-spouse, Transport-moving, United-States, <=50K
23, Private, HS-grad,9, Married-civ-spouse, Transport-moving, United-States, <=50K
32, ?, Some-college,10, Married-civ-spouse, ?, United-States, <=50K
44, Private, Assoc-acdm,12, Never-married, Farming-fishing, United-States, <=50K
54, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, United-States, <=50K
32, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, United-States, <=50K
50, Private, 1st-4th,2, Married-spouse-absent, Craft-repair, United-States, <=50K
24, Private, Bachelors,13, Never-married, Tech-support, United-States, <=50K
37, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, United-States, <=50K
52, Private, HS-grad,9, Divorced, Transport-moving, United-States, <=50K
38, Private, Some-college,10, Married-civ-spouse, Transport-moving, United-States, <=50K
49, Private, Masters,14, Married-civ-spouse, Exec-managerial, United-States, >50K
30, Private, Bachelors,13, Married-civ-spouse, Tech-support, United-States, >50K
60, Private, Some-college,10, Never-married, Prof-specialty, United-States, >50K
22, ?, Some-college,10, Never-married, ?, United-States, <=50K
35, Private, HS-grad,9, Never-married, Craft-repair, United-States, <=50K
30, Private, HS-grad,9, Never-married, Transport-moving, United-States, <=50K
67, Private, Assoc-voc,11, Divorced, Other-service, United-States, <=50K
46, Private, Bachelors,13, Never-married, Craft-repair, United-States, <=50K
17, Private, 9th,5, Never-married, Other-service, United-States, <=50K
22, Private, Some-college,10, Never-married, Handlers-cleaners, United-States, <=50K
27, Private, 10th,6, Never-married, Other-service, United-States, <=50K
23, Private, HS-grad,9, Never-married, Other-service, United-States, <=50K
33, Private, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Portugal, <=50K
43, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, United-States, <=50K
28, State-gov, Bachelors,13, Never-married, Prof-specialty, United-States, <=50K
41, Private, HS-grad,9, Married-spouse-absent, Craft-repair, United-States, <=50K
52, ?, 12th,8, Never-married, ?, United-States, <=50K
25, Private, Some-college,10, Married-spouse-absent, Adm-clerical, United-States, <=50K
63, ?, 1st-4th,2, Married-civ-spouse, ?, United-States, <=50K
59, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, United-States, <=50K
45, Local-gov, Bachelors,13, Divorced, Prof-specialty, United-States, <=50K
38, Private, Bachelors,13, Married-civ-spouse, Sales, United-States, >50K
40, Private, HS-grad,9, Never-married, Other-service, United-States, <=50K
46, Federal-gov, HS-grad,9, Divorced, Adm-clerical, United-States, <=50K
35, Private, Assoc-acdm,12, Never-married, Exec-managerial, United-States, <=50K
34, Private, HS-grad,9, Divorced, Prof-specialty, United-States, <=50K
33, Private, Bachelors,13, Never-married, Craft-repair, United-States, <=50K
41, Private, HS-grad,9, Divorced, Adm-clerical, United-States, <=50K
20, Private, Some-college,10, Never-married, Machine-op-inspct, United-States, <=50K
23, Private, 5th-6th,3, Never-married, Other-service, El-Salvador, <=50K
26, Private, Some-college,10, Never-married, Prof-specialty, United-States, <=50K
72, ?, HS-grad,9, Married-civ-spouse, ?, United-States, <=50K
23, Local-gov, HS-grad,9, Never-married, Farming-fishing, Poland, <=50K
62, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, United-States, <=50K
52, Private, Some-college,10, Married-civ-spouse, Adm-clerical, United-States, <=50K
58, Private, Some-college,10, Divorced, Other-service, France, <=50K
25, Private, Bachelors,13, Never-married, Sales, United-States, <=50K
24, Private, Bachelors,13, Never-married, Exec-managerial, United-States, <=50K
19, Private, Some-college,10, Never-married, Protective-serv, United-States, <=50K
43, Private, Some-college,10, Married-civ-spouse, Exec-managerial, United-States, <=50K
47, Local-gov, HS-grad,9, Separated, Adm-clerical, United-States, <=50K
39, Private, HS-grad,9, Divorced, Other-service, United-States, <=50K
49, Private, Assoc-voc,11, Married-spouse-absent, Handlers-cleaners, United-States, <=50K
53, ?, 5th-6th,3, Widowed, ?, United-States, <=50K
32, Private, Assoc-voc,11, Never-married, Craft-repair, United-States, <=50K
34, Private, Some-college,10, Married-civ-spouse, Prof-specialty, United-States, >50K
28, Private, HS-grad,9, Divorced, Craft-repair, United-States, <=50K
57, ?, Assoc-voc,11, Widowed, ?, United-States, <=50K
25, Private, Some-college,10, Never-married, Adm-clerical, United-States, <=50K
20, ?, Some-college,10, Never-married, ?, United-States, <=50K
21, ?, Some-college,10, Never-married, ?, United-States, <=50K
34, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, United-States, >50K
38, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
50, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, United-States, >50K
24, Local-gov, Some-college,10, Divorced, Handlers-cleaners, United-States, <=50K
37, Local-gov, Some-college,10, Married-civ-spouse, Tech-support, United-States, >50K
44, Private, Some-college,10, Divorced, Machine-op-inspct, United-States, >50K
28, Private, Some-college,10, Married-civ-spouse, Sales, United-States, <=50K
42, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
74, Private, Some-college,10, Divorced, Adm-clerical, United-States, <=50K
38, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
44, Self-emp-not-inc, Masters,14, Married-civ-spouse, Prof-specialty, United-States, <=50K
44, Private, 11th,7, Divorced, Machine-op-inspct, Puerto-Rico, <=50K
26, Private, HS-grad,9, Never-married, Machine-op-inspct, United-States, <=50K
36, Private, HS-grad,9, Married-civ-spouse, Other-service, United-States, <=50K
41, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, United-States, >50K
67, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, United-States, >50K
39, Local-gov, 12th,8, Married-civ-spouse, Tech-support, United-States, <=50K
57, Private, 1st-4th,2, Widowed, Priv-house-serv, United-States, <=50K
29, Private, Assoc-voc,11, Separated, Craft-repair, United-States, <=50K
31, Self-emp-inc, Bachelors,13, Never-married, Farming-fishing, United-States, <=50K
34, ?, HS-grad,9, Never-married, ?, United-States, <=50K
44, Private, Some-college,10, Married-civ-spouse, Transport-moving, United-States, <=50K
29, Private, Doctorate,16, Never-married, Prof-specialty, United-States, <=50K
30, Private, Some-college,10, Never-married, Handlers-cleaners, United-States, <=50K
27, Private, HS-grad,9, Never-married, Transport-moving, United-States, <=50K
27, Private, Some-college,10, Married-civ-spouse, Sales, United-States, <=50K
32, Private, HS-grad,9, Never-married, Handlers-cleaners, United-States, <=50K
58, Private, 10th,6, Married-civ-spouse, Other-service, United-States, <=50K
35, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, United-States, <=50K
21, Private, HS-grad,9, Never-married, Handlers-cleaners, United-States, <=50K
28, Private, Some-college,10, Never-married, Craft-repair, United-States, <=50K
46, Self-emp-not-inc, Some-college,10, Divorced, Exec-managerial, United-States, <=50K
36, Self-emp-not-inc, HS-grad,9, Separated, Other-service, United-States, <=50K
72, Private, 11th,7, Widowed, Adm-clerical, United-States, <=50K
35, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, United-States, <=50K
33, Federal-gov, Assoc-voc,11, Divorced, Craft-repair, United-States, >50K
69, Private, 11th,7, Never-married, Machine-op-inspct, United-States, <=50K
35, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, United-States, <=50K
31, Private, HS-grad,9, Separated, Adm-clerical, ?, <=50K
34, Private, HS-grad,9, Married-civ-spouse, Tech-support, United-States, <=50K
30, Private, 11th,7, Married-civ-spouse, Other-service, Mexico, <=50K
28, Private, Bachelors,13, Never-married, Transport-moving, United-States, <=50K
54, Private, Bachelors,13, Married-civ-spouse, Sales, United-States, >50K
47, Private, Some-college,10, Married-civ-spouse, Prof-specialty, United-States, >50K
24, Private, HS-grad,9, Never-married, Handlers-cleaners, United-States, <=50K
52, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, United-States, >50K
20, Private, HS-grad,9, Never-married, Handlers-cleaners, United-States, <=50K
43, Self-emp-inc, Masters,14, Married-civ-spouse, Exec-managerial, United-States, <=50K
45, Private, 7th-8th,4, Separated, Other-service, Mexico, <=50K
29, Self-emp-not-inc, HS-grad,9, Separated, Craft-repair, United-States, <=50K
47, Private, Masters,14, Divorced, Exec-managerial, United-States, <=50K
24, Private, HS-grad,9, Never-married, Craft-repair, United-States, <=50K
51, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, United-States, <=50K
17, Private, 11th,7, Never-married, Sales, United-States, <=50K
37, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, United-States, >50K
27, Private, Doctorate,16, Never-married, Prof-specialty, United-States, <=50K
29, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
18, ?, 12th,8, Never-married, ?, United-States, <=50K
36, Self-emp-not-inc, Assoc-acdm,12, Divorced, Sales, United-States, <=50K
58, Local-gov, Bachelors,13, Never-married, Prof-specialty, United-States, <=50K
26, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, United-States, <=50K
65, ?, Some-college,10, Married-civ-spouse, ?, United-States, >50K
